ID,projectID,projectName,field,duration,views,appreciations,comments,ownerID,ownerName,ownerDuration,ownerFollowings,ownerFollowers,ownerViews,ownerAppreciations,ownerComments,pic,color,,
1921,15129979,Dust-Free / Støvfri,Branding,1932,18904,1244,67,3404895,DanielBrox,2132,628,18710,869582,79051,634,https://mir-s3-cdn-cf.behance.net/projects/404/15129979.54891fb8242d8.jpg,"[{'r': 109, 'g': 93, 'b': 84}]",,
1922,48999177,Feheli,Automotive Design,863,2591,1244,0,13593279,yulinliu,1515,48,386,36616,10212,22,https://mir-s3-cdn-cf.behance.net/projects/404/2da54a48999177.Y3JvcCwxNjMxLDEyNzcsMCww.jpg,"[{'r': 211, 'g': 211, 'b': 211}]",,
1923,43619675,Attic Cabinet,Industrial Design,998,11141,1243,45,1810823,luisbrancodesign,2425,755,2416,57970,4790,263,https://mir-s3-cdn-cf.behance.net/projects/404/44194843619675.Y3JvcCw4NzYsNjg2LDEyOSw2Mg.jpeg,"[{'r': 147, 'g': 142, 'b': 144}]",,
1924,53014909,Penguin,Industrial Design,768,10385,1242,21,62076103,hs2studio,889,76,2501,134355,13714,1,https://mir-s3-cdn-cf.behance.net/projects/404/e772b653014909.Y3JvcCw4MDQsNjI5LDI5OSwxMTU.jpg,"[{'r': 235, 'g': 238, 'b': 235}]",,
1925,19743299,thaumatrope - Timepiece,Industrial Design,1553,16628,1241,62,628856,COdsgn,2852,488,3632,96345,6745,83,https://mir-s3-cdn-cf.behance.net/projects/404/7921f319743299.Y3JvcCw4MDgsNjMyLDAsMA.jpg,"[{'r': 246, 'g': 246, 'b': 246}]",,
1926,40418513,Le réel et l'irréel,Industrial Design,1088,13245,1241,60,3000821,zyc,2192,198,473,16991,1408,11,https://mir-s3-cdn-cf.behance.net/projects/404/d0a57a40418513.Y3JvcCwzMTY5LDI0NzksMjA4LDA.jpg,"[{'r': 22, 'g': 26, 'b': 27}]",,
1927,43837767,Audi Future Le Mans Vision Car & Racing Shoes,Industrial Design,991,14020,1241,30,11501947,danielplatek,1604,46,2759,92290,9271,3,https://mir-s3-cdn-cf.behance.net/projects/404/31d2ac43837767.Y3JvcCwxNjY5LDEzMDcsMjEwLDA.jpeg,"[{'r': 7, 'g': 7, 'b': 7}]",,
1928,35676621,Torus - Hubless Floor Fan,Industrial Design,1185,14018,1240,41,30589389,ByeongjunKim,1196,459,1783,51128,4690,38,https://mir-s3-cdn-cf.behance.net/projects/404/7d162a35676621.Y3JvcCwxMTEzLDg3MSwxMDc0LDQ5Mg.png,"[{'r': 237, 'g': 241, 'b': 253}]",,
1929,28216257,Cleaning Line,Industrial Design,1435,9187,1239,61,967687,saxton,2680,15,1211,28725,3078,3,https://mir-s3-cdn-cf.behance.net/projects/404/a6a53828216257.Y3JvcCw5OTUsNzc5LDEwMSww.jpg,"[{'r': 177, 'g': 178, 'b': 178}]",,
1930,40536395,e motor X9,Automotive Design,1085,14487,1238,49,3393463,wonywonhee,2134,159,716,20469,1557,9,https://mir-s3-cdn-cf.behance.net/projects/404/10657440536395.Y3JvcCw4MjksNjQ5LDE2Myww.jpg,"[{'r': 18, 'g': 18, 'b': 18}]",,
1931,41532453,Sony Zeus concept smartphone,Industrial Design,1044,22200,1238,42,265858,steeldrake,3145,65,4701,666018,21042,219,https://mir-s3-cdn-cf.behance.net/projects/404/6b108b41532453.Y3JvcCwxMTI2LDg4MSw1Miww.jpg,"[{'r': 5, 'g': 113, 'b': 255}]",,
1932,53407913,Corporate Flyer,Branding,757,3896,1238,12,5723695,dodee,1893,176,2200,337486,76524,24,https://mir-s3-cdn-cf.behance.net/projects/404/aa0c8553407913.Y3JvcCw5ODksNzc0LDg1LDA.jpg,"[{'r': 48, 'g': 48, 'b': 48}]",,
1933,35016443,Muscle cars Pt/1,Automotive Design,1203,9190,1237,34,20479125,SebastianoCiarcia,1339,152,2006,41272,5674,37,https://mir-s3-cdn-cf.behance.net/projects/404/de2ecc35016443.Y3JvcCw5NTQsNzQ1LDAsOTA.jpg,"[{'r': 112, 'g': 113, 'b': 113}]",,
1934,35428701,DOCK Collection,Industrial Design,1191,11687,1237,54,2126189,fabien_nauroy,2346,155,2506,59509,5015,4,https://mir-s3-cdn-cf.behance.net/projects/404/77f2c735428701.Y3JvcCwxMTkzLDkzNCw0LDg1.jpg,"[{'r': 251, 'g': 251, 'b': 251}]",,
1935,41776443,BizPlan presentation,Branding,1048,10941,1237,56,3130107,Alexmalis,2173,84,2687,229141,28973,334,https://mir-s3-cdn-cf.behance.net/projects/404/47bc7741776443.Y3JvcCw0MDUsMzE3LDAsMA.jpg,"[{'r': 0, 'g': 14, 'b': 87}]",,
1936,50709781,Spa Waterpark “Barionyx” Kazan,Interior Design,827,14973,1235,6,70012857,tscd57,827,39,1806,83285,7593,2,https://mir-s3-cdn-cf.behance.net/projects/404/d8effe50709781.Y3JvcCwxMTk1LDkzNSw1LDA.jpg,"[{'r': 15, 'g': 15, 'b': 15}]",,
1937,62901171,Sony α 16,Industrial Design,446,13314,1235,72,2277589,pranabpkumar,2315,1720,1602,48314,3899,122,https://mir-s3-cdn-cf.behance.net/projects/404/77d98162901171.Y3JvcCw4MzEsNjUwLDI2LDA.jpg,"[{'r': 54, 'g': 44, 'b': 41}]",,
1938,69674825,Peel Saver - ecological fries packaging,Industrial Design,303,8194,1262,114,200285709,simonecaro3e8b,307,93,409,8190,1262,17,https://mir-s3-cdn-cf.behance.net/projects/404/99cb8769674825.Y3JvcCw2MjgsNDkxLDI5Nyw2OA.jpg,"[{'r': 244, 'g': 244, 'b': 243}]",,
1939,65441025,Bloc,Industrial Design,413,11303,1261,47,174240,SimEvrard,3318,421,2420,74226,7298,42,https://mir-s3-cdn-cf.behance.net/projects/404/f753e565441025.5ca39201e7930.png,"[{'r': 236, 'g': 238, 'b': 246}]",,
1940,66181829,Desk Objects Series,Art Direction,397,21782,1261,57,13071847,yasly,1536,577,10533,248301,21922,89,https://mir-s3-cdn-cf.behance.net/projects/404/32bec266181829.Y3JvcCwyMDA0LDE1NjksMCw2NTM.jpg,"[{'r': 34, 'g': 144, 'b': 153}]",,
1941,29954435,Juicepresso X,Industrial Design,1369,14146,1260,24,10803147,kimseungwoo,1634,248,11284,393399,32428,527,https://mir-s3-cdn-cf.behance.net/projects/404/5bed2929954435.Y3JvcCwxMDQxLDgxNSwzNDksMA.jpg,"[{'r': 215, 'g': 215, 'b': 218}]",,
1942,14339697,POC Brand identity project ,Industrial Design,1970,18346,1259,29,2614803,spancioli,2254,114,2514,65190,4927,13,https://mir-s3-cdn-cf.behance.net/projects/404/14339697.54855ea551221.jpg,"[{'r': 252, 'g': 252, 'b': 253}]",,
1943,50262651,Ampathy : Speaker for everyone,Industrial Design,835,13968,1259,66,33580961,june119,1156,293,1335,34452,3168,70,https://mir-s3-cdn-cf.behance.net/projects/404/47615d50262651.Y3JvcCw2MzMsNDk2LDEyMjAsMzU2.jpg,"[{'r': 247, 'g': 247, 'b': 247}]",,
1944,53069017,* TIMBERLAND * Exhibition stand,Exhibition Design,767,22965,1257,45,4408131,romangeviuk,2028,187,5644,159026,8566,65,https://mir-s3-cdn-cf.behance.net/projects/404/a1b65b53069017.Y3JvcCw5ODgsNzc0LDgwLDUz.jpg,"[{'r': 33, 'g': 31, 'b': 29}]",,
1945,48942007,kontrol - editing tablet,Industrial Design,864,10686,1256,60,5621735,jonnytran,1904,32,2888,79383,5797,210,https://mir-s3-cdn-cf.behance.net/projects/404/856d1148942007.Y3JvcCwzMjY4LDI1NTgsNDgsMA.png,"[{'r': 255, 'g': 255, 'b': 255}]",,
1946,56970871,Antique Inspired Engagement Ring work in progress.,Jewelry Design,648,1454,1256,0,64220485,Erik-Tadevosyan,872,0,857,252567,196857,26,https://mir-s3-cdn-cf.behance.net/projects/404/906fe256970871.Y3JvcCw4ODUsNjkzLDI1OCww.jpg,"[{'r': 133, 'g': 133, 'b': 133}]",,
1947,34067686,Balloonfish Teapot,Industrial Design,1231,9747,1255,56,7057713,eeropei,1807,11,480,18142,1693,4,https://mir-s3-cdn-cf.behance.net/projects/404/511bea34067686.Y3JvcCwxMTQ5LDg5OSwxMiww.jpg,"[{'r': 239, 'g': 239, 'b': 239}]",,
1948,63697437,Dina Interactive Lamp,Industrial Design,453,16143,1255,40,4258669,moakstudio,2043,477,3154,90221,7429,61,https://mir-s3-cdn-cf.behance.net/projects/404/46460063697437.Y3JvcCwxNzQwLDEzNjEsODQ4LDMzNg.jpg,"[{'r': 240, 'g': 240, 'b': 240}]",,
1949,63936381,AIM - Tactical mechanical pencil (concept),Industrial Design,455,11559,1255,50,21922219,yonghwankim,1323,5,2227,86451,7133,51,https://mir-s3-cdn-cf.behance.net/projects/404/7f35ef63936381.5ac251fbe9b58.jpg,"[{'r': 255, 'g': 255, 'b': 255}]",,
1950,55529981,Corporate Flyer,Branding,692,6697,1254,3,5723695,dodee,1893,176,2200,337486,76524,24,https://mir-s3-cdn-cf.behance.net/projects/404/19404455529981.Y3JvcCwxNTUyLDEyMTQsMTM0LDA.jpg,"[{'r': 221, 'g': 222, 'b': 225}]",,
1951,57972547,iPhone X FREE 3D model to Download,Industrial Design,618,21310,1254,24,228670,pashamotorin,3216,426,1429,34056,2351,170,https://mir-s3-cdn-cf.behance.net/projects/404/1218dc57972547.Y3JvcCw0MDQsMzE2LDU3OSwzNTU.png,"[{'r': 240, 'g': 240, 'b': 240}]",,
1952,70948847,QUI,Industrial Design,150,12113,1254,42,199126033,ricemak,309,14,2088,62485,6105,7,https://mir-s3-cdn-cf.behance.net/projects/404/12020270948847.Y3JvcCwxNzkyLDE0MDIsMzUsMA.jpg,"[{'r': 25, 'g': 28, 'b': 37}]",,
1953,48604121,Piaget ring working progress,Fashion,872,1441,1253,0,64220485,Erik-Tadevosyan,872,0,857,252567,196857,26,https://mir-s3-cdn-cf.behance.net/projects/404/2385f248604121.Y3JvcCw1NzYsNDUxLDE5Myww.jpg,"[{'r': 139, 'g': 139, 'b': 139}]",,
1954,58206713,Bunk - The wireless smartphone battery,Industrial Design,451,15948,1253,40,13123031,willkail,1533,46,430,18484,1441,3,https://mir-s3-cdn-cf.behance.net/projects/404/88213d58206713.Y3JvcCwxNjIwLDEyNjgsMCww.jpg,"[{'r': 32, 'g': 70, 'b': 199}]",,
1955,13898477,WILD watch,Industrial Design,1987,15926,1252,101,1574811,stepanjirka,2485,303,1444,51731,3729,316,https://mir-s3-cdn-cf.behance.net/projects/404/13898477.5484be76dd9e8.jpg,"[{'r': 110, 'g': 111, 'b': 111}]",,
1956,21902749,Cardan Joints,Computer Animation,1666,17270,1250,30,3453939,dergoldstein,2125,192,1675,97713,5607,1,https://mir-s3-cdn-cf.behance.net/projects/404/21902749.54857f299cc4f.png,"[{'r': 0, 'g': 0, 'b': 0}]",,
1957,15228843,TREE screen,Furniture Design,1937,16355,1247,46,816245,redodesign,2749,2121,11813,265210,19342,92,https://mir-s3-cdn-cf.behance.net/projects/404/15228843.5489449a5d5d0.jpg,"[{'r': 255, 'g': 216, 'b': 3}]",,
1958,78145103,Ural Airlines Fantastic Fleet,Art Direction,92,13393,1250,48,10678501,zamenabatareek,1640,34,7290,235068,23401,5,https://mir-s3-cdn-cf.behance.net/projects/404/532abf78145103.Y3JvcCw0MDQsMzE2LDYzNSw2Njk.jpg,"[{'r': 227, 'g': 236, 'b': 221}]",,
1959,15649297,Café Despierto,Architecture,1921,19398,1245,63,1506771,gustavoqk,2503,1482,3100,123667,8969,76,https://mir-s3-cdn-cf.behance.net/projects/404/15649297.5489dde6751fe.jpg,"[{'r': 220, 'g': 204, 'b': 176}]",,
1960,20173165,Bus_Station,Architecture,1734,5823,1245,5,3991167,keremcankirilmaz,2068,233,5810,257054,70663,642,https://mir-s3-cdn-cf.behance.net/projects/404/20173165.542c11238cb42.jpg,"[{'r': 34, 'g': 35, 'b': 28}]",,
1961,34742909,hair essence dryer : what if designed by dolcegusto,Industrial Design,1211,18392,1245,61,9566013,hmook89,1697,194,2163,78553,5895,124,https://mir-s3-cdn-cf.behance.net/projects/404/e71c9934742909.Y3JvcCw5MDcsNzA5LDQ4OSwyMzE.jpg,"[{'r': 86, 'g': 93, 'b': 103}]",,
1962,63249309,Saint Serge pendant in progress.,Jewelry Design,473,1458,1246,0,64220485,Erik-Tadevosyan,872,0,857,252567,196857,26,https://mir-s3-cdn-cf.behance.net/projects/404/52f1a563249309.Y3JvcCw4ODUsNjkzLDI1OCww.jpg,"[{'r': 134, 'g': 134, 'b': 134}]",,
1963,15129979,Dust-Free / Støvfri,Branding,1932,18904,1244,67,3404895,DanielBrox,2132,628,18710,869582,79051,634,https://mir-s3-cdn-cf.behance.net/projects/404/15129979.54891fb8242d8.jpg,"[{'r': 109, 'g': 93, 'b': 84}]",,
1964,48999177,Feheli,Automotive Design,863,2591,1244,0,13593279,yulinliu,1515,48,386,36616,10212,22,https://mir-s3-cdn-cf.behance.net/projects/404/2da54a48999177.Y3JvcCwxNjMxLDEyNzcsMCww.jpg,"[{'r': 211, 'g': 211, 'b': 211}]",,
1965,43619675,Attic Cabinet,Industrial Design,998,11141,1243,45,1810823,luisbrancodesign,2425,755,2416,57970,4790,263,https://mir-s3-cdn-cf.behance.net/projects/404/44194843619675.Y3JvcCw4NzYsNjg2LDEyOSw2Mg.jpeg,"[{'r': 147, 'g': 142, 'b': 144}]",,
1966,53014909,Penguin,Industrial Design,768,10385,1242,21,62076103,hs2studio,889,76,2501,134355,13714,1,https://mir-s3-cdn-cf.behance.net/projects/404/e772b653014909.Y3JvcCw4MDQsNjI5LDI5OSwxMTU.jpg,"[{'r': 235, 'g': 238, 'b': 235}]",,
1967,19743299,thaumatrope - Timepiece,Industrial Design,1553,16628,1241,62,628856,COdsgn,2852,488,3632,96345,6745,83,https://mir-s3-cdn-cf.behance.net/projects/404/7921f319743299.Y3JvcCw4MDgsNjMyLDAsMA.jpg,"[{'r': 246, 'g': 246, 'b': 246}]",,
1968,40418513,Le réel et l'irréel,Industrial Design,1088,13245,1241,60,3000821,zyc,2192,198,473,16991,1408,11,https://mir-s3-cdn-cf.behance.net/projects/404/d0a57a40418513.Y3JvcCwzMTY5LDI0NzksMjA4LDA.jpg,"[{'r': 22, 'g': 26, 'b': 27}]",,
1969,43837767,Audi Future Le Mans Vision Car & Racing Shoes,Industrial Design,991,14020,1241,30,11501947,danielplatek,1604,46,2759,92290,9271,3,https://mir-s3-cdn-cf.behance.net/projects/404/31d2ac43837767.Y3JvcCwxNjY5LDEzMDcsMjEwLDA.jpeg,"[{'r': 7, 'g': 7, 'b': 7}]",,
1970,35676621,Torus - Hubless Floor Fan,Industrial Design,1185,14018,1240,41,30589389,ByeongjunKim,1196,459,1783,51128,4690,38,https://mir-s3-cdn-cf.behance.net/projects/404/7d162a35676621.Y3JvcCwxMTEzLDg3MSwxMDc0LDQ5Mg.png,"[{'r': 237, 'g': 241, 'b': 253}]",,
1971,28216257,Cleaning Line,Industrial Design,1435,9187,1239,61,967687,saxton,2680,15,1211,28725,3078,3,https://mir-s3-cdn-cf.behance.net/projects/404/a6a53828216257.Y3JvcCw5OTUsNzc5LDEwMSww.jpg,"[{'r': 177, 'g': 178, 'b': 178}]",,
1972,40536395,e motor X9,Automotive Design,1085,14487,1238,49,3393463,wonywonhee,2134,159,716,20469,1557,9,https://mir-s3-cdn-cf.behance.net/projects/404/10657440536395.Y3JvcCw4MjksNjQ5LDE2Myww.jpg,"[{'r': 18, 'g': 18, 'b': 18}]",,
1973,41532453,Sony Zeus concept smartphone,Industrial Design,1044,22200,1238,42,265858,steeldrake,3145,65,4701,666018,21042,219,https://mir-s3-cdn-cf.behance.net/projects/404/6b108b41532453.Y3JvcCwxMTI2LDg4MSw1Miww.jpg,"[{'r': 5, 'g': 113, 'b': 255}]",,
1974,53407913,Corporate Flyer,Branding,757,3896,1238,12,5723695,dodee,1893,176,2200,337486,76524,24,https://mir-s3-cdn-cf.behance.net/projects/404/aa0c8553407913.Y3JvcCw5ODksNzc0LDg1LDA.jpg,"[{'r': 48, 'g': 48, 'b': 48}]",,
1975,35016443,Muscle cars Pt/1,Automotive Design,1203,9190,1237,34,20479125,SebastianoCiarcia,1339,152,2006,41272,5674,37,https://mir-s3-cdn-cf.behance.net/projects/404/de2ecc35016443.Y3JvcCw5NTQsNzQ1LDAsOTA.jpg,"[{'r': 112, 'g': 113, 'b': 113}]",,
1976,35428701,DOCK Collection,Industrial Design,1191,11687,1237,54,2126189,fabien_nauroy,2346,155,2506,59509,5015,4,https://mir-s3-cdn-cf.behance.net/projects/404/77f2c735428701.Y3JvcCwxMTkzLDkzNCw0LDg1.jpg,"[{'r': 251, 'g': 251, 'b': 251}]",,
1977,41776443,BizPlan presentation,Branding,1048,10941,1237,56,3130107,Alexmalis,2173,84,2687,229141,28973,334,https://mir-s3-cdn-cf.behance.net/projects/404/47bc7741776443.Y3JvcCw0MDUsMzE3LDAsMA.jpg,"[{'r': 0, 'g': 14, 'b': 87}]",,
1978,50709781,Spa Waterpark “Barionyx” Kazan,Interior Design,827,14973,1235,6,70012857,tscd57,827,39,1806,83285,7593,2,https://mir-s3-cdn-cf.behance.net/projects/404/d8effe50709781.Y3JvcCwxMTk1LDkzNSw1LDA.jpg,"[{'r': 15, 'g': 15, 'b': 15}]",,
1979,62901171,Sony α 16,Industrial Design,446,13314,1235,72,2277589,pranabpkumar,2315,1720,1602,48314,3899,122,https://mir-s3-cdn-cf.behance.net/projects/404/77d98162901171.Y3JvcCw4MzEsNjUwLDI2LDA.jpg,"[{'r': 54, 'g': 44, 'b': 41}]",,
1980,69674825,Peel Saver - ecological fries packaging,Industrial Design,303,8194,1262,114,200285709,simonecaro3e8b,307,93,409,8190,1262,17,https://mir-s3-cdn-cf.behance.net/projects/404/99cb8769674825.Y3JvcCw2MjgsNDkxLDI5Nyw2OA.jpg,"[{'r': 244, 'g': 244, 'b': 243}]",,
1981,65441025,Bloc,Industrial Design,413,11303,1261,47,174240,SimEvrard,3318,421,2420,74226,7298,42,https://mir-s3-cdn-cf.behance.net/projects/404/f753e565441025.5ca39201e7930.png,"[{'r': 236, 'g': 238, 'b': 246}]",,
1982,66181829,Desk Objects Series,Art Direction,397,21782,1261,57,13071847,yasly,1536,577,10533,248301,21922,89,https://mir-s3-cdn-cf.behance.net/projects/404/32bec266181829.Y3JvcCwyMDA0LDE1NjksMCw2NTM.jpg,"[{'r': 34, 'g': 144, 'b': 153}]",,
1983,29954435,Juicepresso X,Industrial Design,1369,14146,1260,24,10803147,kimseungwoo,1634,248,11284,393399,32428,527,https://mir-s3-cdn-cf.behance.net/projects/404/5bed2929954435.Y3JvcCwxMDQxLDgxNSwzNDksMA.jpg,"[{'r': 215, 'g': 215, 'b': 218}]",,
1984,14339697,POC Brand identity project ,Industrial Design,1970,18346,1259,29,2614803,spancioli,2254,114,2514,65190,4927,13,https://mir-s3-cdn-cf.behance.net/projects/404/14339697.54855ea551221.jpg,"[{'r': 252, 'g': 252, 'b': 253}]",,
1985,50262651,Ampathy : Speaker for everyone,Industrial Design,835,13968,1259,66,33580961,june119,1156,293,1335,34452,3168,70,https://mir-s3-cdn-cf.behance.net/projects/404/47615d50262651.Y3JvcCw2MzMsNDk2LDEyMjAsMzU2.jpg,"[{'r': 247, 'g': 247, 'b': 247}]",,
1986,53069017,* TIMBERLAND * Exhibition stand,Exhibition Design,767,22965,1257,45,4408131,romangeviuk,2028,187,5644,159026,8566,65,https://mir-s3-cdn-cf.behance.net/projects/404/a1b65b53069017.Y3JvcCw5ODgsNzc0LDgwLDUz.jpg,"[{'r': 33, 'g': 31, 'b': 29}]",,
1987,48942007,kontrol - editing tablet,Industrial Design,864,10686,1256,60,5621735,jonnytran,1904,32,2888,79383,5797,210,https://mir-s3-cdn-cf.behance.net/projects/404/856d1148942007.Y3JvcCwzMjY4LDI1NTgsNDgsMA.png,"[{'r': 255, 'g': 255, 'b': 255}]",,
1988,56970871,Antique Inspired Engagement Ring work in progress.,Jewelry Design,648,1454,1256,0,64220485,Erik-Tadevosyan,872,0,857,252567,196857,26,https://mir-s3-cdn-cf.behance.net/projects/404/906fe256970871.Y3JvcCw4ODUsNjkzLDI1OCww.jpg,"[{'r': 133, 'g': 133, 'b': 133}]",,
1989,34067686,Balloonfish Teapot,Industrial Design,1231,9747,1255,56,7057713,eeropei,1807,11,480,18142,1693,4,https://mir-s3-cdn-cf.behance.net/projects/404/511bea34067686.Y3JvcCwxMTQ5LDg5OSwxMiww.jpg,"[{'r': 239, 'g': 239, 'b': 239}]",,
1990,63697437,Dina Interactive Lamp,Industrial Design,453,16143,1255,40,4258669,moakstudio,2043,477,3154,90221,7429,61,https://mir-s3-cdn-cf.behance.net/projects/404/46460063697437.Y3JvcCwxNzQwLDEzNjEsODQ4LDMzNg.jpg,"[{'r': 240, 'g': 240, 'b': 240}]",,
1991,63936381,AIM - Tactical mechanical pencil (concept),Industrial Design,455,11559,1255,50,21922219,yonghwankim,1323,5,2227,86451,7133,51,https://mir-s3-cdn-cf.behance.net/projects/404/7f35ef63936381.5ac251fbe9b58.jpg,"[{'r': 255, 'g': 255, 'b': 255}]",,
1992,55529981,Corporate Flyer,Branding,692,6697,1254,3,5723695,dodee,1893,176,2200,337486,76524,24,https://mir-s3-cdn-cf.behance.net/projects/404/19404455529981.Y3JvcCwxNTUyLDEyMTQsMTM0LDA.jpg,"[{'r': 221, 'g': 222, 'b': 225}]",,
1993,57972547,iPhone X FREE 3D model to Download,Industrial Design,618,21310,1254,24,228670,pashamotorin,3216,426,1429,34056,2351,170,https://mir-s3-cdn-cf.behance.net/projects/404/1218dc57972547.Y3JvcCw0MDQsMzE2LDU3OSwzNTU.png,"[{'r': 240, 'g': 240, 'b': 240}]",,
1994,70948847,QUI,Industrial Design,150,12113,1254,42,199126033,ricemak,309,14,2088,62485,6105,7,https://mir-s3-cdn-cf.behance.net/projects/404/12020270948847.Y3JvcCwxNzkyLDE0MDIsMzUsMA.jpg,"[{'r': 25, 'g': 28, 'b': 37}]",,
1995,48604121,Piaget ring working progress,Fashion,872,1441,1253,0,64220485,Erik-Tadevosyan,872,0,857,252567,196857,26,https://mir-s3-cdn-cf.behance.net/projects/404/2385f248604121.Y3JvcCw1NzYsNDUxLDE5Myww.jpg,"[{'r': 139, 'g': 139, 'b': 139}]",,
1996,58206713,Bunk - The wireless smartphone battery,Industrial Design,451,15948,1253,40,13123031,willkail,1533,46,430,18484,1441,3,https://mir-s3-cdn-cf.behance.net/projects/404/88213d58206713.Y3JvcCwxNjIwLDEyNjgsMCww.jpg,"[{'r': 32, 'g': 70, 'b': 199}]",,
1997,13898477,WILD watch,Industrial Design,1987,15926,1252,101,1574811,stepanjirka,2485,303,1444,51731,3729,316,https://mir-s3-cdn-cf.behance.net/projects/404/13898477.5484be76dd9e8.jpg,"[{'r': 110, 'g': 111, 'b': 111}]",,
1998,21902749,Cardan Joints,Computer Animation,1666,17270,1250,30,3453939,dergoldstein,2125,192,1675,97713,5607,1,https://mir-s3-cdn-cf.behance.net/projects/404/21902749.54857f299cc4f.png,"[{'r': 0, 'g': 0, 'b': 0}]",,
1999,15228843,TREE screen,Furniture Design,1937,16355,1247,46,816245,redodesign,2749,2121,11813,265210,19342,92,https://mir-s3-cdn-cf.behance.net/projects/404/15228843.5489449a5d5d0.jpg,"[{'r': 255, 'g': 216, 'b': 3}]",,
2000,78145103,Ural Airlines Fantastic Fleet,Art Direction,92,13393,1250,48,10678501,zamenabatareek,1640,34,7290,235068,23401,5,https://mir-s3-cdn-cf.behance.net/projects/404/532abf78145103.Y3JvcCw0MDQsMzE2LDYzNSw2Njk.jpg,"[{'r': 227, 'g': 236, 'b': 221}]",,
2001,15649297,Café Despierto,Architecture,1921,19398,1245,63,1506771,gustavoqk,2503,1482,3100,123667,8969,76,https://mir-s3-cdn-cf.behance.net/projects/404/15649297.5489dde6751fe.jpg,"[{'r': 220, 'g': 204, 'b': 176}]",,
2002,20173165,Bus_Station,Architecture,1734,5823,1245,5,3991167,keremcankirilmaz,2068,233,5810,257054,70663,642,https://mir-s3-cdn-cf.behance.net/projects/404/20173165.542c11238cb42.jpg,"[{'r': 34, 'g': 35, 'b': 28}]",,
2003,34742909,hair essence dryer : what if designed by dolcegusto,Industrial Design,1211,18392,1245,61,9566013,hmook89,1697,194,2163,78553,5895,124,https://mir-s3-cdn-cf.behance.net/projects/404/e71c9934742909.Y3JvcCw5MDcsNzA5LDQ4OSwyMzE.jpg,"[{'r': 86, 'g': 93, 'b': 103}]",,
2004,63249309,Saint Serge pendant in progress.,Jewelry Design,473,1458,1246,0,64220485,Erik-Tadevosyan,872,0,857,252567,196857,26,https://mir-s3-cdn-cf.behance.net/projects/404/52f1a563249309.Y3JvcCw4ODUsNjkzLDI1OCww.jpg,"[{'r': 134, 'g': 134, 'b': 134}]",,
2005,15129979,Dust-Free / Støvfri,Branding,1932,18904,1244,67,3404895,DanielBrox,2132,628,18710,869582,79051,634,https://mir-s3-cdn-cf.behance.net/projects/404/15129979.54891fb8242d8.jpg,"[{'r': 109, 'g': 93, 'b': 84}]",,
2006,48999177,Feheli,Automotive Design,863,2591,1244,0,13593279,yulinliu,1515,48,386,36616,10212,22,https://mir-s3-cdn-cf.behance.net/projects/404/2da54a48999177.Y3JvcCwxNjMxLDEyNzcsMCww.jpg,"[{'r': 211, 'g': 211, 'b': 211}]",,
2007,43619675,Attic Cabinet,Industrial Design,998,11141,1243,45,1810823,luisbrancodesign,2425,755,2416,57970,4790,263,https://mir-s3-cdn-cf.behance.net/projects/404/44194843619675.Y3JvcCw4NzYsNjg2LDEyOSw2Mg.jpeg,"[{'r': 147, 'g': 142, 'b': 144}]",,
2008,53014909,Penguin,Industrial Design,768,10385,1242,21,62076103,hs2studio,889,76,2501,134355,13714,1,https://mir-s3-cdn-cf.behance.net/projects/404/e772b653014909.Y3JvcCw4MDQsNjI5LDI5OSwxMTU.jpg,"[{'r': 235, 'g': 238, 'b': 235}]",,
2009,19743299,thaumatrope - Timepiece,Industrial Design,1553,16628,1241,62,628856,COdsgn,2852,488,3632,96345,6745,83,https://mir-s3-cdn-cf.behance.net/projects/404/7921f319743299.Y3JvcCw4MDgsNjMyLDAsMA.jpg,"[{'r': 246, 'g': 246, 'b': 246}]",,
2010,40418513,Le réel et l'irréel,Industrial Design,1088,13245,1241,60,3000821,zyc,2192,198,473,16991,1408,11,https://mir-s3-cdn-cf.behance.net/projects/404/d0a57a40418513.Y3JvcCwzMTY5LDI0NzksMjA4LDA.jpg,"[{'r': 22, 'g': 26, 'b': 27}]",,
2011,43837767,Audi Future Le Mans Vision Car & Racing Shoes,Industrial Design,991,14020,1241,30,11501947,danielplatek,1604,46,2759,92290,9271,3,https://mir-s3-cdn-cf.behance.net/projects/404/31d2ac43837767.Y3JvcCwxNjY5LDEzMDcsMjEwLDA.jpeg,"[{'r': 7, 'g': 7, 'b': 7}]",,
2012,35676621,Torus - Hubless Floor Fan,Industrial Design,1185,14018,1240,41,30589389,ByeongjunKim,1196,459,1783,51128,4690,38,https://mir-s3-cdn-cf.behance.net/projects/404/7d162a35676621.Y3JvcCwxMTEzLDg3MSwxMDc0LDQ5Mg.png,"[{'r': 237, 'g': 241, 'b': 253}]",,
